z_m,z_cm,B_T,B_mT,beam_radius_mm,s_local,eta_design,v_design_m_s,delta_eff_MHz
8.583999999999999964e-02,8.583999999999999631e+00,3.501911310595558734e-03,3.501911310595558824e+00,6.489290322580644421e+00,8.891249679473033352e-01,4.706543945122984574e-01,2.197884716167758654e+02,0.000000000000000000e+00
8.593249999999999500e-02,8.593249999999999389e+00,3.520758244350503073e-03,3.520758244350503219e+00,6.489887096774194397e+00,8.889614574171627037e-01,4.706085737888310860e-01,2.196832472613983782e+02,0.000000000000000000e+00
8.602500000000000424e-02,8.602500000000000924e+00,3.539612373613282379e-03,3.539612373613282514e+00,6.490483870967742597e+00,8.887979919873788548e-01,4.705627577738964451e-01,2.195779827327660030e+02,0.000000000000000000e+00
8.611749999999999960e-02,8.611750000000000682e+00,3.558473708926097444e-03,3.558473708926097601e+00,6.491080645161290796e+00,8.886345716413662776e-01,4.705169464673494839e-01,2.194726779720205627e+02,0.000000000000000000e+00
8.620999999999999497e-02,8.620999999999998664e+00,3.577342260855368404e-03,3.577342260855368217e+00,6.491677419354838996e+00,8.884711963625481213e-01,4.704711398690455404e-01,2.193673329201686784e+02,0.000000000000000000e+00
8.630250000000000421e-02,8.630250000000000199e+00,3.596218039991775500e-03,3.596218039991775584e+00,6.492274193548386307e+00,8.883078661343546401e-01,4.704253379788392864e-01,2.192619475180814277e+02,0.000000000000000000e+00
8.639499999999999957e-02,8.639499999999999957e+00,3.615101056950355794e-03,3.615101056950355662e+00,6.492870967741935395e+00,8.881445809402235270e-01,4.703795407965853936e-01,2.191565217064940327e+02,0.000000000000000000e+00
8.648749999999999494e-02,8.648749999999999716e+00,3.633991322370583830e-03,3.633991322370583976e+00,6.493467741935483595e+00,8.879813407636005795e-01,4.703337483221383120e-01,2.190510554260052345e+02,0.000000000000000000e+00
8.658000000000000418e-02,8.658000000000001251e+00,3.652888846916442760e-03,3.652888846916442667e+00,6.494064516129032683e+00,8.878181455879387007e-01,4.702879605553522135e-01,2.189455486170768950e+02,0.000000000000000000e+00
8.667249999999999954e-02,8.667249999999999233e+00,3.671793641276484624e-03,3.671793641276484443e+00,6.494661290322580882e+00,8.876549953966990092e-01,4.702421774960812706e-01,2.188400012200337130e+02,0.000000000000000000e+00
8.676499999999999491e-02,8.676499999999998991e+00,3.690705716163958285e-03,3.690705716163958261e+00,6.495258064516129082e+00,8.874918901733498400e-01,4.701963991441792667e-01,2.187344131750625706e+02,0.000000000000000000e+00
8.685750000000000415e-02,8.685750000000000526e+00,3.709625082316850633e-03,3.709625082316850619e+00,6.495854838709677281e+00,8.873288299013668556e-01,4.701506254994998746e-01,2.186287844222121919e+02,0.000000000000000000e+00
8.694999999999999951e-02,8.695000000000000284e+00,3.728551750497959873e-03,3.728551750497959727e+00,6.496451612903225481e+00,8.871658145642337123e-01,4.701048565618964892e-01,2.185231149013927450e+02,0.000000000000000000e+00
8.704249999999999488e-02,8.704250000000000043e+00,3.747485731495003945e-03,3.747485731495003858e+00,6.497048387096773681e+00,8.870028441454417267e-01,4.700590923312225056e-01,2.184174045523753307e+02,0.000000000000000000e+00
8.713500000000000412e-02,8.713499999999999801e+00,3.766427036120688181e-03,3.766427036120687966e+00,6.497645161290322768e+00,8.868399186284895430e-01,4.700133328073309857e-01,2.183116533147914708e+02,0.000000000000000000e+00
8.722749999999999948e-02,8.722749999999999559e+00,3.785375675212784233e-03,3.785375675212784063e+00,6.498241935483870968e+00,8.866770379968833549e-01,4.699675779900746586e-01,2.182058611281328240e+02,0.000000000000000000e+00
8.731999999999999484e-02,8.731999999999999318e+00,3.804331659634211174e-03,3.804331659634211160e+00,6.498838709677419168e+00,8.865142022341372385e-01,4.699218278793063641e-01,2.181000279317505601e+02,0.000000000000000000e+00
8.741250000000000409e-02,8.741250000000000853e+00,3.823295000273129601e-03,3.823295000273129407e+00,6.499435483870968255e+00,8.863514113237720426e-01,4.698760824748784426e-01,2.179941536648549913e+02,0.000000000000000000e+00
8.750499999999999945e-02,8.750500000000000611e+00,3.842265708042994984e-03,3.842265708042995165e+00,6.500032258064516455e+00,8.861886652493176086e-01,4.698303417766433454e-01,2.178882382665152022e+02,0.000000000000000000e+00
8.759749999999999481e-02,8.759750000000000369e+00,3.861243793882660012e-03,3.861243793882660036e+00,6.500629032258064655e+00,8.860259639943095511e-01,4.697846057844529688e-01,2.177822816756584245e+02,0.000000000000000000e+00
8.769000000000000405e-02,8.769000000000000128e+00,3.880229268756478674e-03,3.880229268756478778e+00,6.501225806451612854e+00,8.858633075422929215e-01,4.697388744981593756e-01,2.176762838310695827e+02,0.000000000000000000e+00
8.778249999999999942e-02,8.778249999999999886e+00,3.899222143654331851e-03,3.899222143654331951e+00,6.501822580645161054e+00,8.857006958768190996e-01,4.696931479176142954e-01,2.175702446713910092e+02,0.000000000000000000e+00
8.787499999999999478e-02,8.787499999999999645e+00,3.918222429591765657e-03,3.918222429591765810e+00,6.502419354838709253e+00,8.855381289814469037e-01,4.696474260426691805e-01,2.174641641351218482e+02,0.000000000000000000e+00
8.796750000000000402e-02,8.796750000000001180e+00,3.937230137610036110e-03,3.937230137610036262e+00,6.503016129032258341e+00,8.853756068397430345e-01,4.696017088731751499e-01,2.173580421606175719e+02,0.000000000000000000e+00
8.805999999999999939e-02,8.805999999999999162e+00,3.956245278776222320e-03,3.956245278776222118e+00,6.503612903225806541e+00,8.852131294352826307e-01,4.695559964089837668e-01,2.172518786860895545e+02,0.000000000000000000e+00
8.815249999999999475e-02,8.815249999999998920e+00,3.975267864183292844e-03,3.975267864183293032e+00,6.504209677419355629e+00,8.850506967516464929e-01,4.695102886499455397e-01,2.171456736496046744e+02,0.000000000000000000e+00
8.824500000000000399e-02,8.824500000000000455e+00,3.994297904950205869e-03,3.994297904950205869e+00,6.504806451612903828e+00,8.848883087724248586e-01,4.694645855959114766e-01,2.170394269890846033e+02,0.000000000000000000e+00
8.833749999999999936e-02,8.833750000000000213e+00,4.013335412221956909e-03,4.013335412221956666e+00,6.505403225806451140e+00,8.847259654812140717e-01,4.694188872467319751e-01,2.169331386423057211e+02,0.000000000000000000e+00
8.842999999999999472e-02,8.842999999999999972e+00,4.032380397169721062e-03,4.032380397169720965e+00,6.505999999999999339e+00,8.845636668616185805e-01,4.693731936022573770e-01,2.168268085468982065e+02,0.000000000000000000e+00
8.852250000000000396e-02,8.852249999999999730e+00,4.051432870990892901e-03,4.051432870990892887e+00,6.506596774193548427e+00,8.844014128972504940e-01,4.693275046623379132e-01,2.167204366403458664e+02,0.000000000000000000e+00
8.861499999999999932e-02,8.861499999999999488e+00,4.070492844909183623e-03,4.070492844909183283e+00,6.507193548387096627e+00,8.842392035717293597e-01,4.692818204268235927e-01,2.166140228599855675e+02,0.000000000000000000e+00
8.870749999999999469e-02,8.870749999999999247e+00,4.089560330174719927e-03,4.089560330174720093e+00,6.507790322580645714e+00,8.840770388686814973e-01,4.692361408955638691e-01,2.165075671430066961e+02,0.000000000000000000e+00
8.880000000000000393e-02,8.880000000000000782e+00,4.108635338064129013e-03,4.108635338064129172e+00,6.508387096774193914e+00,8.839149187717423306e-01,4.691904660684088069e-01,2.164010694264507322e+02,0.000000000000000000e+00
8.889249999999999929e-02,8.889250000000000540e+00,4.127717879880593230e-03,4.127717879880592911e+00,6.508983870967742114e+00,8.837528432645532783e-01,4.691447959452075267e-01,2.162945296472107941e+02,0.000000000000000000e+00
8.898499999999999466e-02,8.898500000000000298e+00,4.146807966953986249e-03,4.146807966953986124e+00,6.509580645161290313e+00,8.835908123307635309e-01,4.690991305258090938e-01,2.161879477420310707e+02,0.000000000000000000e+00
8.907750000000000390e-02,8.907750000000000057e+00,4.165905610640943321e-03,4.165905610640943557e+00,6.510177419354838513e+00,8.834288259540301613e-01,4.690534698100625177e-01,2.160813236475063093e+02,0.000000000000000000e+00
8.916999999999999926e-02,8.916999999999999815e+00,4.185010822324915052e-03,4.185010822324914948e+00,6.510774193548387601e+00,8.832668841180181252e-01,4.690078137978168082e-01,2.159746573000815602e+02,0.000000000000000000e+00
8.926249999999999463e-02,8.926249999999999574e+00,4.204123613416314853e-03,4.204123613416315131e+00,6.511370967741935800e+00,8.831049868063990393e-01,4.689621624889204754e-01,2.158679486360512954e+02,0.000000000000000000e+00
8.935500000000000387e-02,8.935500000000001108e+00,4.223243995352564915e-03,4.223243995352564895e+00,6.511967741935484000e+00,8.829431340028521813e-01,4.689165158832219737e-01,2.157611975915592097e+02,0.000000000000000000e+00
8.944749999999999923e-02,8.944749999999999091e+00,4.242371979598194218e-03,4.242371979598194009e+00,6.512564516129032199e+00,8.827813256910649331e-01,4.688708739805695358e-01,2.156544041025977094e+02,0.000000000000000000e+00
8.953999999999999460e-02,8.953999999999998849e+00,4.261507577644939142e-03,4.261507577644938927e+00,6.513161290322581287e+00,8.826195618547305610e-01,4.688252367808108945e-01,2.155475681050072012e+02,0.000000000000000000e+00
8.963250000000000384e-02,8.963250000000000384e+00,4.280650801011827607e-03,4.280650801011828044e+00,6.513758064516129487e+00,8.824578424775521013e-01,4.687796042837942823e-01,2.154406895344758368e+02,0.000000000000000000e+00
8.972499999999999920e-02,8.972500000000000142e+00,4.299801661245262335e-03,4.299801661245262530e+00,6.514354838709677686e+00,8.822961675432381412e-01,4.687339764893672100e-01,2.153337683265388307e+02,0.000000000000000000e+00
8.981749999999999456e-02,8.981749999999999901e+00,4.318960169919122336e-03,4.318960169919122016e+00,6.514951612903225886e+00,8.821345370355057058e-01,4.686883533973770777e-01,2.152268044165780339e+02,0.000000000000000000e+00
8.991000000000000381e-02,8.990999999999999659e+00,4.338126338634858310e-03,4.338126338634858747e+00,6.515548387096774086e+00,8.819729509380789256e-01,4.686427350076711185e-01,2.151197977398213936e+02,0.000000000000000000e+00
9.000249999999999917e-02,9.000249999999999417e+00,4.357300179021552505e-03,4.357300179021552644e+00,6.516145161290322285e+00,8.818114092346897026e-01,4.685971213200965657e-01,2.150127482313424991e+02,0.000000000000000000e+00
9.009499999999999453e-02,9.009499999999999176e+00,4.376481702736065293e-03,4.376481702736064960e+00,6.516741935483870485e+00,8.816499119090764891e-01,4.685515123344999866e-01,2.149056558260599843e+02,0.000000000000000000e+00
9.018750000000000377e-02,9.018750000000000711e+00,4.395670921463073338e-03,4.395670921463072922e+00,6.517338709677419573e+00,8.814884589449863972e-01,4.685059080507283369e-01,2.147985204587370447e+02,0.000000000000000000e+00
9.027999999999999914e-02,9.028000000000000469e+00,4.414867846915187556e-03,4.414867846915187855e+00,6.517935483870967772e+00,8.813270503261734223e-01,4.684603084686280727e-01,2.146913420639810113e+02,0.000000000000000000e+00
9.037249999999999450e-02,9.037250000000000227e+00,4.434072490833059800e-03,4.434072490833059987e+00,6.518532258064516860e+00,8.811656860363984434e-01,4.684147135880453172e-01,2.145841205762426114e+02,0.000000000000000000e+00
9.046500000000000374e-02,9.046499999999999986e+00,4.453284864985442709e-03,4.453284864985442404e+00,6.519129032258064171e+00,8.810043660594312209e-01,4.683691234088265265e-01,2.144768559298156845e+02,0.000000000000000000e+00
9.055749999999999911e-02,9.055749999999999744e+00,4.472504981169313741e-03,4.472504981169313609e+00,6.519725806451612371e+00,8.808430903790477329e-01,4.683235379308173241e-01,2.143695480588365285e+02,0.000000000000000000e+00
9.064999999999999447e-02,9.064999999999999503e+00,4.491732851209957571e-03,4.491732851209957467e+00,6.520322580645160571e+00,8.806818589790315066e-01,4.682779571538636110e-01,2.142621968972833884e+02,0.000000000000000000e+00
9.074250000000000371e-02,9.074250000000001037e+00,4.510968486961046756e-03,4.510968486961046686e+00,6.520919354838709658e+00,8.805206718431732860e-01,4.682323810778106776e-01,2.141548023789759441e+02,0.000000000000000000e+00
9.083499999999999908e-02,9.083500000000000796e+00,4.530211900304762299e-03,4.530211900304762729e+00,6.521516129032258746e+00,8.803595289552722525e-01,4.681868097025040365e-01,2.140473644375747995e+02,0.000000000000000000e+00
9.092749999999999444e-02,9.092749999999998778e+00,4.549463103151882987e-03,4.549463103151882848e+00,6.522112903225806946e+00,8.801984302991340270e-01,4.681412430277888115e-01,2.139398830065808568e+02,0.000000000000000000e+00
9.102000000000000368e-02,9.102000000000000313e+00,4.568722107441870392e-03,4.568722107441870683e+00,6.522709677419355145e+00,8.800373758585725570e-01,4.680956810535101820e-01,2.138323580193348619e+02,0.000000000000000000e+00
9.111249999999999905e-02,9.111250000000000071e+00,4.587988925142973823e-03,4.587988925142973962e+00,6.523306451612902457e+00,8.798763656174081182e-01,4.680501237795125502e-01,2.137247894090169211e+02,0.000000000000000000e+00
9.120499999999999441e-02,9.120499999999999829e+00,4.607263568252310121e-03,4.607263568252309760e+00,6.523903225806451545e+00,8.797153995594686471e-01,4.680045712056406515e-01,2.136171771086458193e+02,0.000000000000000000e+00
9.129750000000000365e-02,9.129749999999999588e+00,4.626546048796010245e-03,4.626546048796010169e+00,6.524499999999999744e+00,8.795544776685901844e-01,4.679590233317389436e-01,2.135095210510785080e+02,0.000000000000000000e+00
9.138999999999999901e-02,9.138999999999999346e+00,4.645836378829247028e-03,4.645836378829247160e+00,6.525096774193548832e+00,8.793935999286154326e-01,4.679134801576514957e-01,2.134018211690097075e+02,0.000000000000000000e+00
9.148249999999999438e-02,9.148249999999999105e+00,4.665134570436386095e-03,4.665134570436386241e+00,6.525693548387097032e+00,8.792327663233950874e-01,4.678679416832225435e-01,2.132940773949711399e+02,0.000000000000000000e+00
9.157500000000000362e-02,9.157500000000000639e+00,4.684440635731057859e-03,4.684440635731057512e+00,6.526290322580645231e+00,8.790719768367863951e-01,4.678224079082956011e-01,2.131862896613311875e+02,0.000000000000000000e+00
9.166749999999999898e-02,9.166750000000000398e+00,4.703754586856280680e-03,4.703754586856280895e+00,6.526887096774193431e+00,8.789112314526550396e-01,4.677768788327145155e-01,2.130784579002941825e+02,0.000000000000000000e+00
9.175999999999999435e-02,9.176000000000000156e+00,4.723076435984525923e-03,4.723076435984525645e+00,6.527483870967742519e+00,8.787505301548729220e-01,4.677313544563225789e-01,2.129705820438998956e+02,0.000000000000000000e+00
9.185250000000000359e-02,9.185249999999999915e+00,4.742406195317861069e-03,4.742406195317861339e+00,6.528080645161289830e+00,8.785898729273202701e-01,4.676858347789632497e-01,2.128626620240230238e+02,0.000000000000000000e+00
9.194499999999999895e-02,9.194499999999999673e+00,4.761743877087995687e-03,4.761743877087996069e+00,6.528677419354838918e+00,8.784292597538840841e-01,4.676403198004793760e-01,2.127546977723725945e+02,0.000000000000000000e+00
9.203749999999999432e-02,9.203749999999999432e+00,4.781089493556440161e-03,4.781089493556439862e+00,6.529274193548387117e+00,8.782686906184590248e-01,4.675948095207138611e-01,2.126466892204914245e+02,0.000000000000000000e+00
9.213000000000000356e-02,9.213000000000000966e+00,4.800443057014570740e-03,4.800443057014570414e+00,6.529870967741935317e+00,8.781081655049475243e-01,4.675493039395095529e-01,2.125386362997554670e+02,0.000000000000000000e+00
9.222249999999999892e-02,9.222250000000000725e+00,4.819804579783727554e-03,4.819804579783727227e+00,6.530467741935483517e+00,8.779476843972583433e-01,4.675038030567089109e-01,2.124305389413734133e+02,0.000000000000000000e+00
9.231499999999999428e-02,9.231499999999998707e+00,4.839174074215332570e-03,4.839174074215332411e+00,6.531064516129031716e+00,8.777872472793083469e-01,4.674583068721540613e-01,2.123223970763860109e+02,0.000000000000000000e+00
9.240750000000000353e-02,9.240750000000000242e+00,4.858551552691020570e-03,4.858551552691020348e+00,6.531661290322581692e+00,8.776268541350207286e-01,4.674128153856870194e-01,2.122142106356653812e+02,0.000000000000000000e+00
9.249999999999999889e-02,9.250000000000000000e+00,4.877937027622644348e-03,4.877937027622643917e+00,6.532258064516129004e+00,8.774665049483282298e-01,4.673673285971501334e-01,2.121059795499147924e+02,0.000000000000000000e+00
9.259249999999999425e-02,9.259249999999999758e+00,4.897330511452514107e-03,4.897330511452514301e+00,6.532854838709677203e+00,8.773061997031686987e-01,4.673218465063848082e-01,2.119977037496676644e+02,0.000000000000000000e+00
9.268500000000000349e-02,9.268499999999999517e+00,4.916732016653374039e-03,4.916732016653374338e+00,6.533451612903225403e+00,8.771459383834884216e-01,4.672763691132326702e-01,2.118893831652872848e+02,0.000000000000000000e+00
9.277749999999999886e-02,9.277749999999999275e+00,4.936141555728610492e-03,4.936141555728610797e+00,6.534048387096774491e+00,8.769857209732404568e-01,4.672308964175350132e-01,2.117810177269660699e+02,0.000000000000000000e+00
9.286999999999999422e-02,9.286999999999999034e+00,4.955559141212271916e-03,4.955559141212272145e+00,6.534645161290322690e+00,8.768255474563857454e-01,4.671854284191331863e-01,2.116726073647250814e+02,0.000000000000000000e+00
9.296250000000000346e-02,9.296250000000000568e+00,4.974984785669227597e-03,4.974984785669227527e+00,6.535241935483871778e+00,8.766654178168922229e-01,4.671399651178679835e-01,2.115641520084133731e+02,0.000000000000000000e+00
9.305499999999999883e-02,9.305500000000000327e+00,4.994418501695251783e-03,4.994418501695252033e+00,6.535838709677419978e+00,8.765053320387352631e-01,4.670945065135803653e-01,2.114556515877074787e+02,0.000000000000000000e+00
9.314749999999999419e-02,9.314750000000000085e+00,5.013860301917146857e-03,5.013860301917146600e+00,6.536435483870968177e+00,8.763452901058972344e-01,4.670490526061106817e-01,2.113471060321106734e+02,0.000000000000000000e+00
9.324000000000000343e-02,9.323999999999999844e+00,5.033310198992837006e-03,5.033310198992836604e+00,6.537032258064515489e+00,8.761852920023686098e-01,4.670036033952996712e-01,2.112385152709524618e+02,0.000000000000000000e+00
9.333249999999999880e-02,9.333249999999999602e+00,5.052768205611453227e-03,5.052768205611453567e+00,6.537629032258063688e+00,8.760253377121463014e-01,4.669581588809872952e-01,2.111298792333881238e+02,0.000000000000000000e+00
9.342499999999999416e-02,9.342499999999999361e+00,5.072234334493487713e-03,5.072234334493487928e+00,6.538225806451612776e+00,8.758654272192346601e-01,4.669127190630136814e-01,2.110211978483978612e+02,0.000000000000000000e+00
9.351750000000000340e-02,9.351750000000000895e+00,5.091708598390880594e-03,5.091708598390880525e+00,6.538822580645161864e+00,8.757055605076455862e-01,4.668672839412186248e-01,2.109124710447862867e+02,0.000000000000000000e+00
9.360999999999999877e-02,9.361000000000000654e+00,5.111191010087111006e-03,5.111191010087111408e+00,6.539419354838710063e+00,8.755457375613987514e-01,4.668218535154418647e-01,2.108036987511819405e+02,0.000000000000000000e+00
9.370249999999999413e-02,9.370249999999998636e+00,5.130681582397330666e-03,5.130681582397330409e+00,6.540016129032258263e+00,8.753859583645202669e-01,4.667764277855229738e-01,2.106948808960364943e+02,0.000000000000000000e+00
9.379500000000000337e-02,9.379500000000000171e+00,5.150180328168463620e-03,5.150180328168463717e+00,6.540612903225806463e+00,8.752262229010437933e-01,4.667310067513010252e-01,2.105860174076242970e+02,0.000000000000000000e+00
9.388749999999999873e-02,9.388749999999999929e+00,5.169687260279309457e-03,5.169687260279309804e+00,6.541209677419354662e+00,8.750665311550100967e-01,4.666855904126151477e-01,2.104771082140416638e+02,0.000000000000000000e+00
9.397999999999999410e-02,9.397999999999999687e+00,5.189202391640675149e-03,5.189202391640675316e+00,6.541806451612902862e+00,8.749068831104681587e-01,4.666401787693044145e-01,2.103681532432062795e+02,0.000000000000000000e+00
9.407250000000000334e-02,9.407250000000001222e+00,5.208725735195458319e-03,5.208725735195458562e+00,6.542403225806451950e+00,8.747472787514727344e-01,4.665947718212072881e-01,2.102591524228565731e+02,0.000000000000000000e+00
9.416499999999999870e-02,9.416499999999999204e+00,5.228257303918778208e-03,5.228257303918778298e+00,6.543000000000000149e+00,8.745877180620874602e-01,4.665493695681625641e-01,2.101501056805511780e+02,0.000000000000000000e+00
9.425749999999999407e-02,9.425749999999998963e+00,5.247797110818084101e-03,5.247797110818083866e+00,6.543596774193548349e+00,8.744282010263818572e-01,4.665039720100085385e-01,2.100410129436681643e+02,0.000000000000000000e+00
9.435000000000000331e-02,9.435000000000000497e+00,5.267345168933258541e-03,5.267345168933258215e+00,6.544193548387096548e+00,8.742687276284336617e-01,4.664585791465832298e-01,2.099318741394044991e+02,0.000000000000000000e+00
9.444249999999999867e-02,9.444250000000000256e+00,5.286901491336737022e-03,5.286901491336736925e+00,6.544790322580644748e+00,8.741092978523271606e-01,4.664131909777248230e-01,2.098226891947754780e+02,0.000000000000000000e+00
9.453499999999999404e-02,9.453500000000000014e+00,5.306466091133631158e-03,5.306466091133630769e+00,6.545387096774194724e+00,8.739499116821541902e-01,4.663678075032707815e-01,2.097134580366139289e+02,0.000000000000000000e+00
9.462750000000000328e-02,9.462749999999999773e+00,5.326038981461832765e-03,5.326038981461833188e+00,6.545983870967742035e+00,8.737905691020142473e-01,4.663224287230590126e-01,2.096041805915696443e+02,0.000000000000000000e+00
9.471999999999999864e-02,9.471999999999999531e+00,5.345620175492107537e-03,5.345620175492107329e+00,6.546580645161290235e+00,8.736312700960136013e-01,4.662770546369268687e-01,2.094948567861088975e+02,0.000000000000000000e+00
9.481249999999999400e-02,9.481249999999999289e+00,5.365209686428248567e-03,5.365209686428248581e+00,6.547177419354838435e+00,8.734720146482659597e-01,4.662316852447115356e-01,2.093854865465135617e+02,0.000000000000000000e+00
9.490500000000000325e-02,9.490500000000000824e+00,5.384807527507183035e-03,5.384807527507183167e+00,6.547774193548387522e+00,8.733128027428915807e-01,4.661863205462499771e-01,2.092760697988805418e+02,0.000000000000000000e+00
9.499749999999999861e-02,9.499750000000000583e+00,5.404413711999057207e-03,5.404413711999056957e+00,6.548370967741935722e+00,8.731536343640192710e-01,4.661409605413791568e-01,2.091666064691212341e+02,0.000000000000000000e+00
9.508999999999999397e-02,9.508999999999998565e+00,5.424028253207383021e-03,5.424028253207382910e+00,6.548967741935484810e+00,8.729945094957840546e-01,4.660956052299357055e-01,2.090570964829607590e+02,0.000000000000000000e+00
9.518250000000000322e-02,9.518250000000000099e+00,5.443651164469161252e-03,5.443651164469160975e+00,6.549564516129033009e+00,8.728354281223285049e-01,4.660502546117561429e-01,2.089475397659373073e+02,0.000000000000000000e+00
9.527499999999999858e-02,9.527499999999999858e+00,5.463282459154957839e-03,5.463282459154958026e+00,6.550161290322580321e+00,8.726763902278025231e-01,4.660049086866767110e-01,2.088379362434016286e+02,0.000000000000000000e+00
9.536749999999999394e-02,9.536749999999999616e+00,5.482922150669073021e-03,5.482922150669073069e+00,6.550758064516128520e+00,8.725173957963628935e-01,4.659595674545335409e-01,2.087282858405161505e+02,0.000000000000000000e+00
9.546000000000000318e-02,9.546000000000001151e+00,5.502570252449639349e-03,5.502570252449639376e+00,6.551354838709676720e+00,8.723584448121743939e-01,4.659142309151627082e-01,2.086185884822544097e+02,0.000000000000000000e+00
9.555249999999999855e-02,9.555249999999999133e+00,5.522226777968709290e-03,5.522226777968708866e+00,6.551951612903225808e+00,8.721995372594073537e-01,4.658688990683996223e-01,2.085088440934005973e+02,0.000000000000000000e+00
9.564499999999999391e-02,9.564499999999998892e+00,5.541891740732423494e-03,5.541891740732423521e+00,6.552548387096774007e+00,8.720406731222414276e-01,4.658235719140801367e-01,2.083990525985484794e+02,0.000000000000000000e+00
9.573750000000000315e-02,9.573750000000000426e+00,5.561565154281113144e-03,5.561565154281113088e+00,6.553145161290323095e+00,8.718818523848617108e-01,4.657782494520393834e-01,2.082892139221010268e+02,0.000000000000000000e+00
9.582999999999999852e-02,9.583000000000000185e+00,5.581247032189408375e-03,5.581247032189408763e+00,6.553741935483871295e+00,8.717230750314618470e-01,4.657329316821127718e-01,2.081793279882697334e+02,0.000000000000000000e+00
9.592249999999999388e-02,9.592249999999999943e+00,5.600937388066376185e-03,5.600937388066376421e+00,6.554338709677419494e+00,8.715643410462419194e-01,4.656876186041352117e-01,2.080693947210737633e+02,0.000000000000000000e+00
9.601500000000000312e-02,9.601499999999999702e+00,5.620636235555629724e-03,5.620636235555629412e+00,6.554935483870966806e+00,8.714056504134091163e-01,4.656423102179414464e-01,2.079594140443394110e+02,0.000000000000000000e+00
9.610749999999999849e-02,9.610749999999999460e+00,5.640343588335476610e-03,5.640343588335476888e+00,6.555532258064515894e+00,8.712470031171777318e-01,4.655970065233660526e-01,2.078493858816993338e+02,0.000000000000000000e+00
9.619999999999999385e-02,9.619999999999999218e+00,5.660059460118983983e-03,5.660059460118984198e+00,6.556129032258064981e+00,8.710883991417703864e-01,4.655517075202436628e-01,2.077393101565920404e+02,0.000000000000000000e+00
9.629250000000000309e-02,9.629250000000000753e+00,5.679783864654179733e-03,5.679783864654179837e+00,6.556725806451613181e+00,8.709298384714158070e-01,4.655064132084085204e-01,2.076291867922608674e+02,0.000000000000000000e+00
9.638499999999999845e-02,9.638500000000000512e+00,5.699516815724120153e-03,5.699516815724120278e+00,6.557322580645161381e+00,8.707713210903500478e-01,4.654611235876945363e-01,2.075190157117536671e+02,0.000000000000000000e+00
9.647749999999999382e-02,9.647749999999998494e+00,5.719258327147029586e-03,5.719258327147029419e+00,6.557919354838709580e+00,8.706128469828161576e-01,4.654158386579356765e-01,2.074087968379218694e+02,0.000000000000000000e+00
9.657000000000000306e-02,9.657000000000000028e+00,5.739008412776426191e-03,5.739008412776426482e+00,6.558516129032258668e+00,8.704544161330647345e-01,4.653705584189656852e-01,2.072985300934198278e+02,0.000000000000000000e+00
9.666249999999999842e-02,9.666249999999999787e+00,5.758767086501256384e-03,5.758767086501256571e+00,6.559112903225805979e+00,8.702960285253535933e-01,4.653252828706179733e-01,2.071882154007041379e+02,0.000000000000000000e+00
9.675499999999999379e-02,9.675499999999999545e+00,5.778534362246022342e-03,5.778534362246022127e+00,6.559709677419355067e+00,8.701376841439476539e-01,4.652800120127260630e-01,2.070778526820329262e+02,0.000000000000000000e+00
9.684750000000000303e-02,9.684750000000001080e+00,5.798310253970890421e-03,5.798310253970890393e+00,6.560306451612903267e+00,8.699793829731187200e-01,4.652347458451229212e-01,2.069674418594651399e+02,0.000000000000000000e+00
9.693999999999999839e-02,9.693999999999999062e+00,5.818094775671810853e-03,5.818094775671810659e+00,6.560903225806451466e+00,8.698211249971462555e-01,4.651894843676417368e-01,2.068569828548599219e+02,0.000000000000000000e+00
9.703249999999999376e-02,9.703249999999998820e+00,5.837887941380704229e-03,5.837887941380704326e+00,6.561499999999999666e+00,8.696629102003158307e-01,4.651442275801149773e-01,2.067464755898757005e+02,0.000000000000000000e+00
9.712500000000000300e-02,9.712500000000000355e+00,5.857689765165522214e-03,5.857689765165522644e+00,6.562096774193548754e+00,8.695047385669212314e-01,4.650989754823754430e-01,2.066359199859695934e+02,0.000000000000000000e+00
9.721749999999999836e-02,9.721750000000000114e+00,5.877500261130414079e-03,5.877500261130413683e+00,6.562693548387097842e+00,8.693466100812631270e-01,4.650537280742555457e-01,2.065253159643967535e+02,0.000000000000000000e+00
9.730999999999999373e-02,9.730999999999999872e+00,5.897319443415849002e-03,5.897319443415849349e+00,6.563290322580646041e+00,8.691885247276491810e-01,4.650084853555874753e-01,2.064146634462094596e+02,0.000000000000000000e+00
9.740250000000000297e-02,9.740249999999999631e+00,5.917147326198742702e-03,5.917147326198742618e+00,6.563887096774193353e+00,8.690304824903942738e-01,4.649632473262033105e-01,2.063039623522565478e+02,0.000000000000000000e+00
9.749499999999999833e-02,9.749499999999999389e+00,5.936983923692586672e-03,5.936983923692586984e+00,6.564483870967741552e+00,8.688724833538202796e-01,4.649180139859349081e-01,2.061932126031826442e+02,0.000000000000000000e+00
9.758749999999999369e-02,9.758749999999999147e+00,5.956829250147599106e-03,5.956829250147599453e+00,6.565080645161289752e+00,8.687145273022561787e-01,4.648727853346138472e-01,2.060824141194273409e+02,0.000000000000000000e+00
9.768000000000000294e-02,9.768000000000000682e+00,5.976683319850833315e-03,5.976683319850833342e+00,6.565677419354838840e+00,8.685566143200380562e-01,4.648275613720717070e-01,2.059715668212245703e+02,0.000000000000000000e+00
