z_m,z_cm,B_T,B_mT,beam_radius_mm,s_local,eta_design,v_design_m_s,delta_eff_MHz
4.032999999999999780e-02,4.032999999999999474e+00,-5.063072530504513641e-03,-5.063072530504513225e+00,6.195677419354838733e+00,9.753929649636932098e-01,4.937716101371356636e-01,2.676076508645350032e+02,0.000000000000000000e+00
4.042250000000000010e-02,4.042250000000000121e+00,-5.046834227179358701e-03,-5.046834227179358479e+00,6.196274193548386933e+00,9.752050903471585208e-01,4.937234594589659520e-01,2.675169907591815104e+02,0.000000000000000000e+00
4.051500000000000240e-02,4.051499999999999879e+00,-5.030592003212753377e-03,-5.030592003212753127e+00,6.196870967741935132e+00,9.750172700063987064e-01,4.936753135344683630e-01,2.674263087644865209e+02,0.000000000000000000e+00
4.060749999999999776e-02,4.060749999999999638e+00,-5.014345854458537692e-03,-5.014345854458537310e+00,6.197467741935483332e+00,9.748295039205087109e-01,4.936271723636087017e-01,2.673356048573015755e+02,0.000000000000000000e+00
4.070000000000000007e-02,4.070000000000000284e+00,-4.998095776763901606e-03,-4.998095776763901377e+00,6.198064516129032420e+00,9.746417920685940262e-01,4.935790359463522736e-01,2.672448790144411532e+02,0.000000000000000000e+00
4.079250000000000237e-02,4.079250000000000043e+00,-4.981841765969465680e-03,-4.981841765969465818e+00,6.198661290322580619e+00,9.744541344297709129e-01,4.935309042826647175e-01,2.671541312126829553e+02,0.000000000000000000e+00
4.088499999999999773e-02,4.088499999999999801e+00,-4.965583817909209954e-03,-4.965583817909210218e+00,6.199258064516129707e+00,9.742665309831642917e-01,4.934827773725109501e-01,2.670633614287677347e+02,0.000000000000000000e+00
4.097750000000000004e-02,4.097749999999999559e+00,-4.949321928410488694e-03,-4.949321928410488347e+00,6.199854838709677907e+00,9.740789817079102964e-01,4.934346552158557220e-01,2.669725696393991257e+02,0.000000000000000000e+00
4.107000000000000234e-02,4.107000000000000206e+00,-4.933056093293989620e-03,-4.933056093293989974e+00,6.200451612903225218e+00,9.738914865831544976e-01,4.933865378126636725e-01,2.668817558212436438e+02,0.000000000000000000e+00
4.116249999999999770e-02,4.116249999999999964e+00,-4.916786308373773812e-03,-4.916786308373773728e+00,6.201048387096773418e+00,9.737040455880526801e-01,4.933384251628991080e-01,2.667909199509307427e+02,0.000000000000000000e+00
4.125500000000000000e-02,4.125499999999999723e+00,-4.900512569457156874e-03,-4.900512569457156964e+00,6.201645161290322505e+00,9.735166587017702877e-01,4.932903172665258351e-01,2.667000620050522457e+02,0.000000000000000000e+00
4.134750000000000231e-02,4.134750000000000369e+00,-4.884234872344812156e-03,-4.884234872344812572e+00,6.202241935483871593e+00,9.733293259034830891e-01,4.932422141235078272e-01,2.666091819601628572e+02,0.000000000000000000e+00
4.143999999999999767e-02,4.144000000000000128e+00,-4.867953212830701364e-03,-4.867953212830701482e+00,6.202838709677419793e+00,9.731420471723778443e-01,4.931941157338086690e-01,2.665182797927798788e+02,0.000000000000000000e+00
4.153249999999999997e-02,4.153249999999999886e+00,-4.851667586702016442e-03,-4.851667586702016699e+00,6.203435483870967992e+00,9.729548224876494178e-01,4.931460220973914454e-01,2.664273554793827543e+02,0.000000000000000000e+00
4.162500000000000228e-02,4.162500000000000533e+00,-4.835377989739261979e-03,-4.835377989739262361e+00,6.204032258064516192e+00,9.727676518285038876e-01,4.930979332142193527e-01,2.663364089964135815e+02,0.000000000000000000e+00
4.171749999999999764e-02,4.171749999999999403e+00,-4.819084417716139844e-03,-4.819084417716140045e+00,6.204629032258065280e+00,9.725805351741567684e-01,4.930498490842549209e-01,2.662454403202765434e+02,0.000000000000000000e+00
4.180999999999999994e-02,4.181000000000000050e+00,-4.802786866399625515e-03,-4.802786866399625154e+00,6.205225806451612591e+00,9.723934725038348992e-01,4.930017697074609573e-01,2.661544494273382497e+02,0.000000000000000000e+00
4.190250000000000224e-02,4.190249999999999808e+00,-4.786485331549864865e-03,-4.786485331549864775e+00,6.205822580645161679e+00,9.722064637967725576e-01,4.929536950837994924e-01,2.660634362939271114e+02,0.000000000000000000e+00
4.199499999999999761e-02,4.199499999999999567e+00,-4.770179808920263498e-03,-4.770179808920263831e+00,6.206419354838709879e+00,9.720195090322168996e-01,4.929056252132326676e-01,2.659724008963339656e+02,0.000000000000000000e+00
4.208749999999999991e-02,4.208750000000000213e+00,-4.753870294257339299e-03,-4.753870294257339424e+00,6.207016129032258078e+00,9.718326081894232971e-01,4.928575600957221803e-01,2.658813432108112238e+02,0.000000000000000000e+00
4.218000000000000221e-02,4.217999999999999972e+00,-4.737556783300833456e-03,-4.737556783300833629e+00,6.207612903225806278e+00,9.716457612476571137e-01,4.928094997312295611e-01,2.657902632135733825e+02,0.000000000000000000e+00
4.227249999999999758e-02,4.227249999999999730e+00,-4.721239271783601171e-03,-4.721239271783601588e+00,6.208209677419354477e+00,9.714589681861943715e-01,4.927614441197159523e-01,2.656991608807965690e+02,0.000000000000000000e+00
4.236499999999999988e-02,4.236500000000000377e+00,-4.704917755431670644e-03,-4.704917755431671011e+00,6.208806451612903565e+00,9.712722289843204182e-01,4.927133932611425515e-01,2.656080361886187688e+02,0.000000000000000000e+00
4.245750000000000218e-02,4.245750000000000135e+00,-4.688592229964184087e-03,-4.688592229964184455e+00,6.209403225806450877e+00,9.710855436213312597e-01,4.926653471554698904e-01,2.655168891131394844e+02,0.000000000000000000e+00
4.254999999999999755e-02,4.254999999999999893e+00,-4.672262691093375178e-03,-4.672262691093375331e+00,6.209999999999999964e+00,9.708989120765322278e-01,4.926173058026586116e-01,2.654257196304196782e+02,0.000000000000000000e+00
4.264249999999999985e-02,4.264249999999999652e+00,-4.655929134524580335e-03,-4.655929134524580348e+00,6.210596774193548164e+00,9.707123343292390905e-01,4.925692692026689135e-01,2.653345277164818299e+02,0.000000000000000000e+00
4.273500000000000215e-02,4.273500000000000298e+00,-4.639591555956213559e-03,-4.639591555956213753e+00,6.211193548387097252e+00,9.705258103587769414e-01,4.925212373554608281e-01,2.652433133473097655e+02,0.000000000000000000e+00
4.282749999999999752e-02,4.282750000000000057e+00,-4.623249951079751695e-03,-4.623249951079751341e+00,6.211790322580645451e+00,9.703393401444811994e-01,4.924732102609939988e-01,2.651520764988484871e+02,0.000000000000000000e+00
4.291999999999999982e-02,4.291999999999999815e+00,-4.606904315579710141e-03,-4.606904315579710030e+00,6.212387096774194539e+00,9.701529236656976085e-01,4.924251879192280135e-01,2.650608171470042862e+02,0.000000000000000000e+00
4.301250000000000212e-02,4.301250000000000462e+00,-4.590554645133637646e-03,-4.590554645133638090e+00,6.212983870967742739e+00,9.699665609017809054e-01,4.923771703301220160e-01,2.649695352676444031e+02,0.000000000000000000e+00
4.310499999999999748e-02,4.310499999999999332e+00,-4.574200935412098094e-03,-4.574200935412098268e+00,6.213580645161290938e+00,9.697802518320963738e-01,4.923291574936350945e-01,2.648782308365971971e+02,0.000000000000000000e+00
4.319749999999999979e-02,4.319749999999999979e+00,-4.557843182078660967e-03,-4.557843182078660682e+00,6.214177419354838250e+00,9.695939964360190677e-01,4.922811494097258933e-01,2.647869038296519193e+02,0.000000000000000000e+00
4.329000000000000209e-02,4.329000000000000625e+00,-4.541481380789863173e-03,-4.541481380789862854e+00,6.214774193548386449e+00,9.694077946929339218e-01,4.922331460783529455e-01,2.646955542225585987e+02,0.000000000000000000e+00
4.338249999999999745e-02,4.338249999999999496e+00,-4.525115527195229873e-03,-4.525115527195230136e+00,6.215370967741935537e+00,9.692216465822354188e-01,4.921851474994743958e-01,2.646041819910280424e+02,0.000000000000000000e+00
4.347499999999999976e-02,4.347500000000000142e+00,-4.508745616937200745e-03,-4.508745616937201106e+00,6.215967741935483737e+00,9.690355520833291436e-01,4.921371536730484442e-01,2.645127871107316082e+02,0.000000000000000000e+00
4.356750000000000206e-02,4.356749999999999901e+00,-4.492371645651182036e-03,-4.492371645651181744e+00,6.216564516129032825e+00,9.688495111756287859e-01,4.920891645990325691e-01,2.644213695573012615e+02,0.000000000000000000e+00
4.365999999999999742e-02,4.365999999999999659e+00,-4.475993608965497979e-03,-4.475993608965498360e+00,6.217161290322581024e+00,9.686635238385594704e-01,4.920411802773844157e-01,2.643299293063295181e+02,0.000000000000000000e+00
