z_m,z_cm,B_T,B_mT,beam_radius_mm,s_average,eta_available,force_scale,force_margin_fraction,eta_design,v_design_m_s,delta_eff_MHz
0.073378125,7.3378125,0.009227695317730059,9.227695317730058,6.408891129032258,0.4557864747145931,0.3130860754308855,0.9778387636723636,0.0221612363276363,0.3061477009223696,186.80881045961542,-2.624702318329057
0.07370781250000003,7.370781250000002,0.009277265169633165,9.277265169633164,6.41101814516129,0.4554840868956439,0.3129433640278911,0.9778387636723636,0.0221612363276363,0.3060081521805034,186.5216899072893,-2.6244297100087737
0.0740375,7.403750000000001,0.009326999366427105,9.326999366427104,6.4131451612903225,0.45518200196179764,0.3128007359431685,0.9778387636723636,0.0221612363276363,0.3058686849104733,186.23425572482802,-2.624157346274237
0.0743671875,7.436718750000001,0.00937690616587738,9.37690616587738,6.4152721774193555,0.4548802136820968,0.3126581895227541,0.9778387636723636,0.0221612363276363,0.3057292974949695,185.94651246952958,-2.623885222131103
0.07469687500000001,7.469687500000001,0.00942699274989284,9.42699274989284,6.417399193548388,0.4545787305177778,0.3125157271584865,0.9778387636723636,0.0221612363276363,0.30558999227282424,185.65844933542613,-2.623613344451908
0.07502656250000002,7.502656250000001,0.009477265212197857,9.477265212197857,6.41952620967742,0.4542775425016646,0.31237334616484125,0.9778387636723636,0.0221612363276363,0.30545076661802767,185.37007483785612,-2.6233417052228445
0.07535625,7.5356250000000005,0.009527728553347872,9.527728553347872,6.421653225806452,0.4539766572023805,0.31223104868991175,0.9778387636723636,0.0221612363276363,0.3053116226310689,185.08137900566737,-2.6230703105967326
0.07568593750000001,7.568593750000002,0.009578386682897903,9.578386682897902,6.423780241935484,0.4536760685739354,0.31208883312652047,0.9778387636723636,0.0221612363276363,0.30517255874038735,184.79236627261704,-2.6227991557259878
0.076015625,7.6015625,0.009629242428499746,9.629242428499746,6.425907258064516,0.4533757788459652,0.3119467001507291,0.9778387636723636,0.0221612363276363,0.30503357560706246,184.5030322711923,-2.622528242449932
0.07634531250000001,7.634531250000001,0.009680297551672188,9.680297551672188,6.428034274193549,0.4530757880164503,0.31180464982335504,0.9778387636723636,0.0221612363276363,0.3048946732905638,184.21337497099344,-2.622257570804941
0.07667500000000001,7.667500000000001,0.009731552769959925,9.731552769959924,6.430161290322581,0.4527760922893631,0.3116626811544384,0.9778387636723636,0.0221612363276363,0.30475585082287016,183.9233964853655,-2.6219871377592208
0.0770046875,7.700468750000001,0.009783007785170448,9.783007785170447,6.432288306451613,0.45247669767529874,0.31152079586895365,0.9778387636723636,0.0221612363276363,0.3046171098907283,183.63308819312763,-2.6217169482107208
0.07733437500000001,7.733437500000001,0.009834661317354583,9.834661317354582,6.434415322580646,0.45217759548767583,0.3113789916208753,0.9778387636723636,0.0221612363276363,0.3044784482001039,183.34245759127586,-2.6214469951717136
0.0776640625,7.76640625,0.009886511144174555,9.886511144174555,6.436542338709677,0.45187879440697953,0.3112372708771415,0.9778387636723636,0.0221612363276363,0.30433986816326464,183.05149301119826,-2.6211772857007745
0.07799375,7.799375000000001,0.009938554145284564,9.938554145284565,6.4386693548387095,0.4515802860803804,0.31109563138131824,0.9778387636723636,0.0221612363276363,0.3042013675737816,182.7602016470076,-2.620907813078288
0.07832343750000001,7.8323437500000015,0.009990786351331365,9.990786351331364,6.4407963709677425,0.4512820750783593,0.3109540744619621,0.9778387636723636,0.0221612363276363,0.3040629477307692,182.46857630551384,-2.6206385810390493
0.078653125,7.865312500000001,0.0100432029971679,10.0432029971679,6.442923387096774,0.4509841590423306,0.31081259952453977,0.9778387636723636,0.0221612363276363,0.30392460805286947,182.17661751300437,-2.620369587711935
0.0789828125,7.89828125,0.010095798578859696,10.095798578859696,6.445050403225807,0.4506865365666321,0.31067120623767847,0.9778387636723636,0.0221612363276363,0.30378634821605344,181.88432476050178,-2.62010083199593
0.07931250000000002,7.931250000000002,0.010148566914053121,10.14856691405312,6.447177419354839,0.4503892112559061,0.31052989566491385,0.9778387636723636,0.0221612363276363,0.3036481692602874,181.59169177348315,-2.6198323168462454
0.0796421875,7.964218750000001,0.01020150120526573,10.20150120526573,6.449304435483872,0.45009217575927757,0.3103886658187741,0.9778387636723636,0.0221612363276363,0.30351006924214446,181.29872486058903,-2.619564036348192
0.07997187500000001,7.997187500000002,0.010254594105652014,10.254594105652014,6.451431451612903,0.4497954396137521,0.3102475194170359,0.9778387636723636,0.0221612363276363,0.303372050819172,181.0054108105392,-2.619295998261242
0.0803015625,8.030156250000001,0.010307837786792912,10.307837786792913,6.453558467741935,0.4494989924369351,0.3101064536247233,0.9778387636723636,0.0221612363276363,0.30323411121922056,180.7117595004979,-2.6190281942142692
0.08063125000000002,8.063125000000001,0.010361224008054773,10.361224008054773,6.455685483870969,0.44920284101873886,0.3099654703957237,0.9778387636723636,0.0221612363276363,0.303096252352877,180.41776079985667,-2.6187606297433126
0.08096093750000001,8.096093750000001,0.01041474418706242,10.41474418706242,6.457812499999999,0.44890698068743146,0.3098245684855506,0.9778387636723636,0.0221612363276363,0.30295847300323436,180.12341797653372,-2.618493301100791
0.081290625,8.129062500000002,0.010468389470832219,10.468389470832218,6.459939516129032,0.44861141238392177,0.30968374821601946,0.9778387636723636,0.0221612363276363,0.30282077348497605,179.82872770630294,-2.6182262090852113
0.0816203125,8.16203125,0.010522150807114513,10.522150807114514,6.462066532258064,0.4483161373508177,0.3095430099946359,0.9778387636723636,0.0221612363276363,0.30268315419657693,179.53368623626827,-2.6179593547404174
0.08195000000000001,8.195,0.010576019015500013,10.576019015500012,6.4641935483870965,0.4480211506325004,0.30940235249319037,0.9778387636723636,0.0221612363276363,0.3025456138392621,179.23829727940046,-2.6176927340860487
0.0822796875,8.22796875,0.010629984857852428,10.629984857852428,6.4663205645161295,0.44772645935538796,0.3092617777673603,0.9778387636723636,0.0221612363276363,0.3024081544231529,178.9425499190065,-2.617426352935446
0.082609375,8.2609375,0.010684039107639634,10.684039107639634,6.468447580645161,0.44743205439618383,0.3091212833192667,0.9778387636723636,0.0221612363276363,0.3022707735057261,178.64645296167637,-2.6171602039284494
0.08293906250000001,8.293906250000001,0.010738172617747233,10.738172617747232,6.470574596774194,0.4471379436395209,0.3089808714193323,0.9778387636723636,0.0221612363276363,0.30213347330708945,178.34999444165766,-2.616894293494451
0.08326875,8.326875,0.010792376386373108,10.792376386373109,6.472701612903227,0.44684412014319347,0.30884054017849955,0.9778387636723636,0.0221612363276363,0.301996251980049,178.05318056854972,-2.616628616039988
0.08359843750000003,8.359843750000001,0.010846641620617749,10.84664162061775,6.474828629032258,0.4465505871516398,0.3087002905663885,0.9778387636723636,0.0221612363276363,0.3018591104727368,177.75600499388537,-2.6163631742323186
0.083928125,8.392812500000002,0.010900959797403693,10.900959797403694,6.476955645161291,0.4462573435885981,0.308560122339868,0.9778387636723636,0.0221612363276363,0.30172204854740975,177.45846667580562,-2.616097967234739
0.0842578125,8.42578125,0.010955322721378408,10.955322721378408,6.479082661290322,0.44596438685017337,0.30842003482459573,0.9778387636723636,0.0221612363276363,0.3015850655446701,177.16056653312089,-2.6158329929701556
0.08458750000000001,8.45875,0.011009722579477566,11.009722579477566,6.481209677419355,0.44567172169585034,0.30828002941955446,0.9778387636723636,0.0221612363276363,0.3014481628324971,176.86229612197542,-2.615568255336982
0.08491718750000002,8.491718750000002,0.011064151991850377,11.064151991850377,6.483336693548387,0.4453793402389608,0.3081401039612496,0.9778387636723636,0.0221612363276363,0.30131133829534196,176.563663090523,-2.6153037479700236
