z_m,B_T,target_region,z_mm,B_mT
-0.0002746478873239429,-0.0012423282399908568,left_cubic_extension,-0.27464788732394285,-1.2423282399908568
-0.00018309859154929525,-0.0012302632362929146,left_cubic_extension,-0.18309859154929525,-1.2302632362929147
-9.154929577464763e-05,-0.001218196519841311,left_cubic_extension,-0.09154929577464763,-1.218196519841311
0.0,-0.0012061103387012,original_variable_s_data,0.0,-1.2061103387012
9.25e-05,-0.0011939159157909,original_variable_s_data,0.0925,-1.1939159157909
0.000185,-0.0011817197087059,original_variable_s_data,0.185,-1.1817197087059002
0.0002774999999999,-0.0011695217156963,original_variable_s_data,0.2774999999999,-1.1695217156963
0.00037,-0.0011573219350104,original_variable_s_data,0.37,-1.1573219350104
0.0004625,-0.0011451203648942,original_variable_s_data,0.4625,-1.1451203648942
0.0005549999999999,-0.0011329170035917,original_variable_s_data,0.5549999999999,-1.1329170035917
0.0006475,-0.0011207118493447,original_variable_s_data,0.6475,-1.1207118493447
0.00074,-0.0011085049003928,original_variable_s_data,0.74,-1.1085049003928
0.0008325,-0.0010962961549735,original_variable_s_data,0.8325,-1.0962961549735
0.000925,-0.0010840856113222,original_variable_s_data,0.925,-1.0840856113222
0.0010175,-0.0010718732676721,original_variable_s_data,1.0174999999999998,-1.0718732676721001
0.0011099999999999,-0.0010596591222542,original_variable_s_data,1.1099999999999,-1.0596591222542
0.0012025,-0.0010474431732975,original_variable_s_data,1.2025,-1.0474431732975
0.001295,-0.0010352254190286,original_variable_s_data,1.295,-1.0352254190286
0.0013875,-0.0010230058576723,original_variable_s_data,1.3875,-1.0230058576723
0.00148,-0.0010107844874507,original_variable_s_data,1.48,-1.0107844874507002
0.0015725,-0.0009985613065842,original_variable_s_data,1.5724999999999998,-0.9985613065842001
0.001665,-0.0009863363132909,original_variable_s_data,1.665,-0.9863363132908999
0.0017575,-0.0009741095057865,original_variable_s_data,1.7574999999999998,-0.9741095057865
0.00185,-0.0009618808822848,original_variable_s_data,1.85,-0.9618808822848001
0.0019425,-0.0009496504409972,original_variable_s_data,1.9425,-0.9496504409972001
0.002035,-0.0009374181801331,original_variable_s_data,2.0349999999999997,-0.9374181801331001
0.0021275,-0.0009251840978995,original_variable_s_data,2.1275,-0.9251840978995001
0.0022199999999999,-0.0009129481925014,original_variable_s_data,2.2199999999999,-0.9129481925014
0.0023125,-0.0009007104621414,original_variable_s_data,2.3125,-0.9007104621414
0.002405,-0.0008884709050201,original_variable_s_data,2.405,-0.8884709050201001
0.0024975,-0.0008762295193357,original_variable_s_data,2.4975,-0.8762295193356999
0.00259,-0.0008639863032843,original_variable_s_data,2.59,-0.8639863032842999
0.0026825,-0.0008517412550597,original_variable_s_data,2.6825,-0.8517412550597
0.002775,-0.0008394943728536,original_variable_s_data,2.775,-0.8394943728536
0.0028675,-0.0008272456548552,original_variable_s_data,2.8674999999999997,-0.8272456548552
0.00296,-0.0008149950992519,original_variable_s_data,2.96,-0.8149950992519
0.0030525,-0.0008027427042285,original_variable_s_data,3.0525,-0.8027427042285
0.003145,-0.0007904884679677,original_variable_s_data,3.1449999999999996,-0.7904884679677
0.0032375,-0.00077823238865,original_variable_s_data,3.2375,-0.77823238865
0.00333,-0.0007659744644535,original_variable_s_data,3.33,-0.7659744644534999
0.0034224999999999,-0.0007537146935541,original_variable_s_data,3.4224999999999,-0.7537146935540999
0.003515,-0.0007414530741257,original_variable_s_data,3.5149999999999997,-0.7414530741257
0.0036075,-0.0007291896043396,original_variable_s_data,3.6075,-0.7291896043396
0.0037,-0.0007169242823649,original_variable_s_data,3.7,-0.7169242823649
0.0037925,-0.0007046571063687,original_variable_s_data,3.7925,-0.7046571063687
0.003885,-0.0006923880745154,original_variable_s_data,3.885,-0.6923880745154
0.0039775,-0.0006801171849676,original_variable_s_data,3.9775,-0.6801171849676
0.00407,-0.0006678444358851,original_variable_s_data,4.069999999999999,-0.6678444358851
0.0041624999999999,-0.000655569825426,original_variable_s_data,4.1624999999999,-0.655569825426
0.004255,-0.0006432933517455,original_variable_s_data,4.255,-0.6432933517455
0.0043475,-0.0006310150129971,original_variable_s_data,4.3475,-0.6310150129970999
0.0044399999999999,-0.0006187348073315,original_variable_s_data,4.4399999999999,-0.6187348073315
0.0045325,-0.0006064527328974,original_variable_s_data,4.5325,-0.6064527328974001
0.004625,-0.0005941687878412,original_variable_s_data,4.625,-0.5941687878412
0.0047175,-0.0005818829703068,original_variable_s_data,4.7175,-0.5818829703068
0.00481,-0.000569595278436,original_variable_s_data,4.81,-0.569595278436
0.0049025,-0.0005573057103681,original_variable_s_data,4.9025,-0.5573057103681
0.004995,-0.0005450142642403,original_variable_s_data,4.995,-0.5450142642403
0.0050875,-0.0005327209381871,original_variable_s_data,5.0875,-0.5327209381871001
0.00518,-0.0005204257303412,original_variable_s_data,5.18,-0.5204257303412
0.0052725,-0.0005081286388325,original_variable_s_data,5.2725,-0.5081286388324999
0.005365,-0.0004958296617888,original_variable_s_data,5.365,-0.4958296617888
0.0054575,-0.0004835287973355,original_variable_s_data,5.4575,-0.48352879733549997
0.00555,-0.0004712260435957,original_variable_s_data,5.55,-0.47122604359570003
0.0056425,-0.00045892139869,original_variable_s_data,5.6425,-0.45892139869
0.005735,-0.000446614860737,original_variable_s_data,5.734999999999999,-0.44661486073699996
0.0058275,-0.0004343064278525,original_variable_s_data,5.827500000000001,-0.4343064278525
0.00592,-0.0004219960981502,original_variable_s_data,5.92,-0.4219960981502
0.0060125,-0.0004096838697414,original_variable_s_data,6.012499999999999,-0.4096838697414
0.006105,-0.0003973697407351,original_variable_s_data,6.105,-0.3973697407351
0.0061975,-0.0003850537092377,original_variable_s_data,6.1975,-0.3850537092377
