z_m,z_cm,B_T,B_mT
1.775752508361204129e-01,1.775752508361204107e+01,3.314740869546805441e-02,3.314740869546805158e+01
1.781939799331103691e-01,1.781939799331103558e+01,3.338696901494301456e-02,3.338696901494301272e+01
1.788127090301003252e-01,1.788127090301003363e+01,3.363274094927902469e-02,3.363274094927902524e+01
1.794314381270903092e-01,1.794314381270903169e+01,3.388523430416075927e-02,3.388523430416076110e+01
1.800501672240802653e-01,1.800501672240802620e+01,3.414503268806002440e-02,3.414503268806002723e+01
1.806688963210702492e-01,1.806688963210702425e+01,3.441280939696240992e-02,3.441280939696240893e+01
1.812876254180602054e-01,1.812876254180601876e+01,3.468934798536001812e-02,3.468934798536001551e+01
1.819063545150501615e-01,1.819063545150501682e+01,3.497556933292726711e-02,3.497556933292726455e+01
1.825250836120401454e-01,1.825250836120401488e+01,3.527256790492275251e-02,3.527256790492275229e+01
1.831438127090301016e-01,1.831438127090300938e+01,3.558166133815012649e-02,3.558166133815012699e+01
1.837625418060200577e-01,1.837625418060200744e+01,3.590445987647819526e-02,3.590445987647819237e+01
1.843812709030100416e-01,1.843812709030100550e+01,3.624296632845607630e-02,3.624296632845607746e+01
1.849999999999999978e-01,1.850000000000000000e+01,3.659972474689439370e-02,3.659972474689439537e+01
