z_m,z_mm,B_original_mT,B_T,B_mT,entrance_negative_clamped_to_zero
0.0,0.0,-0.11821385109597159,0.0,0.0,True
0.0006688963210702342,0.6688963210702342,-0.047800600101343314,0.0,0.0,True
0.0013377926421404684,1.3377926421404684,0.022728368330609663,2.2728368330609665e-05,0.022728368330609663,False
0.0020066889632107026,2.006688963210703,0.09337362659360762,9.337362659360762e-05,0.09337362659360762,False
0.0026755852842809368,2.675585284280937,0.1641357518158696,0.00016413575181586958,0.1641357518158696,False
0.003344481605351171,3.344481605351171,0.2350153259151276,0.0002350153259151276,0.2350153259151276,False
0.004013377926421405,4.013377926421406,0.30601293565447546,0.0003060129356544755,0.30601293565447546,False
0.004682274247491639,4.682274247491639,0.37712917269901514,0.00037712917269901516,0.37712917269901514,False
0.0053511705685618735,5.351170568561874,0.44836463367338675,0.00044836463367338674,0.44836463367338675,False
0.006020066889632108,6.0200668896321075,0.5197199202201873,0.0005197199202201874,0.5197199202201873,False
0.006688963210702342,6.688963210702342,0.5911956390592312,0.0005911956390592312,0.5911956390592312,False
0.007357859531772576,7.357859531772576,0.6627924020477469,0.0006627924020477469,0.6627924020477469,False
0.00802675585284281,8.026755852842811,0.7345108262415025,0.0007345108262415026,0.7345108262415025,False
0.008695652173913045,8.695652173913045,0.806351533956815,0.000806351533956815,0.806351533956815,False
0.009364548494983279,9.364548494983278,0.8783151528335879,0.0008783151528335879,0.8783151528335879,False
0.010033444816053512,10.033444816053512,0.9504023158992776,0.0009504023158992776,0.9504023158992776,False
0.010702341137123749,10.70234113712375,1.0226136616338373,0.0010226136616338373,1.0226136616338373,False
0.011371237458193982,11.371237458193981,1.0949498340357302,0.0010949498340357302,1.0949498340357302,False
0.012040133779264215,12.040133779264215,1.1674114826889124,0.0011674114826889124,1.1674114826889124,False
0.012709030100334449,12.709030100334449,1.239999262830898,0.001239999262830898,1.239999262830898,False
0.013377926421404684,13.377926421404684,1.3127138354218857,0.0013127138354218858,1.3127138354218857,False
0.014046822742474919,14.04682274247492,1.3855558672149944,0.0013855558672149944,1.3855558672149944,False
0.014715719063545152,14.715719063545151,1.4585260308275605,0.0014585260308275605,1.4585260308275605,False
0.015384615384615384,15.384615384615383,1.5316250048136273,0.0015316250048136274,1.5316250048136273,False
0.01605351170568562,16.053511705685622,1.604853473737546,0.001604853473737546,1.604853473737546,False
0.016722408026755856,16.722408026755854,1.6782121282487876,0.0016782121282487876,1.6782121282487876,False
0.01739130434782609,17.39130434782609,1.7517016651579278,0.001751701665157928,1.7517016651579278,False
0.01806020066889632,18.060200668896318,1.82532278751388,0.00182532278751388,1.82532278751388,False
0.01872909698996656,18.72909698996656,1.8990762046823495,0.0018990762046823496,1.8990762046823495,False
0.019397993311036792,19.397993311036792,1.9729626324256064,0.0019729626324256067,1.9729626324256064,False
0.020066889632107024,20.066889632107024,2.0469827929834894,0.0020469827929834893,2.0469827929834894,False
0.020735785953177256,20.735785953177256,2.121137415155818,0.002121137415155818,2.121137415155818,False
0.02140468227424749,21.40468227424749,2.1954272343860843,0.0021954272343860846,2.1954272343860843,False
