z_m,z_mm,B_T,B_mT,in_original_range,B_original_interp_mT,B_degree6_unanchored_mT,B_original_T,B_original_mT,equivalent_detuning_MHz,field_offset_removed_mT
0.1049841666666666,104.98416666666668,0.012429860297579899,12.4298602975799,True,17.685003314482564,17.697399698788203,0.0176850033144825,17.685003314482564,-526.447731260968,5.2551430169026006
0.10516,105.16,0.012455799422370697,12.455799422370697,True,17.710942439273303,17.723724798255432,0.0177109424392733,17.710942439273303,-526.447731260968,5.2551430169026006
0.1051839464882943,105.18394648829432,0.012459332034398099,12.459332034398098,True,17.71447505130079,17.727311926467554,0.0177144750513007,17.71447505130079,-526.447731260968,5.2551430169026006
0.1053358333333333,105.33583333333334,0.0124818201491315,12.481820149131499,True,17.736963166034148,17.750075116726517,0.0177369631660341,17.736963166034148,-526.447731260968,5.2551430169026006
0.1055116666666666,105.51166666666668,0.012507853741263397,12.507853741263396,True,17.762996758166057,17.7764506675479,0.017762996758166,17.762996758166057,-526.447731260968,5.2551430169026006
0.1056875,105.6875,0.012533887333395298,12.533887333395297,True,17.78903035029797,17.802851464510564,0.0177890303502979,17.78903035029797,-526.447731260968,5.2551430169026006
0.1058026755852842,105.80267558528428,0.012550940039807699,12.5509400398077,True,17.80608305671036,17.820158391339085,0.0178060830567103,17.80608305671036,-526.447731260968,5.2551430169026006
0.1058633333333333,105.86333333333334,0.012559953872874598,12.559953872874598,True,17.815096889777216,17.82927752186322,0.0178150968897772,17.815096889777216,-526.447731260968,5.2551430169026006
0.1060391666666666,106.03916666666667,0.012586082972045397,12.586082972045398,True,17.841225988948096,17.855728854325495,0.017841225988948,17.841225988948096,-526.447731260968,5.2551430169026006
0.106215,106.215,0.012612212071216298,12.612212071216298,True,17.867355088118977,17.882205477101262,0.0178673550881189,17.867355088118977,-526.447731260968,5.2551430169026006
0.1063908333333333,106.39083333333332,0.012638341170387198,12.638341170387198,True,17.893484187289854,17.908707405892027,0.0178934841872898,17.893484187289854,-526.447731260968,5.2551430169026006
0.1064214046822742,106.42140468227424,0.0126428841190598,12.6428841190598,True,17.898027135962447,17.91331776037246,0.0178980271359624,17.898027135962447,-526.447731260968,5.2551430169026006
0.1065666666666666,106.56666666666668,0.012664550046021,12.664550046020999,True,17.9196930629237,17.9352346569104,0.0179196930629236,17.9196930629237,-526.447731260968,5.2551430169026006
0.1067425,106.7425,0.012690775711141099,12.690775711141098,True,17.94591872804377,17.96178724689367,0.0179459187280437,17.94591872804377,-526.447731260968,5.2551430169026006
0.1069183333333333,106.91833333333334,0.012717001376261198,12.717001376261198,True,17.97214439316385,17.98836519311743,0.0179721443931638,17.97214439316385,-526.447731260968,5.2551430169026006
0.1070401337792642,107.0401337792642,0.012735167998288499,12.7351679982885,True,17.9903110151911,18.006790716655747,0.0179903110151911,17.9903110151911,-526.447731260968,5.2551430169026006
0.1070941666666666,107.09416666666668,0.012743257047172,12.743257047172,True,17.99840006407462,18.01496851340933,0.0179984000640746,17.99840006407462,-526.447731260968,5.2551430169026006
0.10727,107.27,0.0127695803568647,12.7695803568647,True,18.0247233737673,18.041597226162843,0.0180247233737673,18.0247233737673,-526.447731260968,5.2551430169026006
