z_mm,B_target_mT,B_sim_mT,residual_mT,in_active_0_185mm
-13.0,-2.9036526517231,-0.504985917112823,2.398666734610277,False
-12.6703125,-2.860981548890489,-0.5051528299923144,2.3558287188981746,False
-12.340625,-2.8182921505226513,-0.5052369342494853,2.3130552162731655,False
-12.010937499999999,-2.775584079518314,-0.5052349724237846,2.2703491070945296,False
-11.681249999999999,-2.732857228657875,-0.5051435773429671,2.2277136513149074,False
-11.351562499999998,-2.6901117948750137,-0.5049592686709689,2.1851525262040448,False
-11.021875,-2.6473471085309295,-0.5046784493656536,2.1426686591652757,False
-10.6921875,-2.6045636366908234,-0.50429740204584,2.100266234644983,False
-10.3625,-2.56176101254387,-0.5038122852671981,2.057948727276672,False
-10.032812499999999,-2.518939110892055,-0.5032191297068143,2.015719981185241,False
-9.703125,-2.476098145120441,-0.5025138342564471,1.9735843108639939,False
-9.3734375,-2.43323743988061,-0.5016921620247591,1.9315452778558508,False
-9.04375,-2.3903574587326664,-0.5007497362490754,1.8896077224835912,False
-8.714062499999999,-2.3474578460587305,-0.4996820361175508,1.8477758099411798,False
-8.384374999999999,-2.3045384577797843,-0.4984843925029471,1.8060540652768369,False
-8.0546875,-2.261599524183876,-0.4971519836096159,1.7644475405742603,False
-7.725,-2.2186403646639454,-0.49567983053567677,1.7229605341282686,False
-7.395312499999999,-2.175661438372559,-0.4940627927528464,1.6815986456197125,False
-7.065624999999999,-2.1326624017872957,-0.49229556350685144,1.6403668382804444,False
-6.735937499999999,-2.0896430910457005,-0.4903726651419018,1.5992704259037986,False
-6.406249999999999,-2.046603753789764,-0.48828844435328217,1.558315309436482,False
-6.0765625,-2.003543704605454,-0.4860370673727474,1.5175066372327068,False
-5.746874999999999,-1.9604633973348515,-0.48361251509210085,1.4768508822427506,False
-5.417187499999999,-1.9173625014539721,-0.4810085781310751,1.436353923322897,False
-5.0875,-1.8742408324139892,-0.4782188518564337,1.3960219805575556,False
-4.7578125,-1.8310986556625053,-0.4752367313600862,1.3558619243024193,False
-4.428125,-1.7879352814294522,-0.47205540640494575,1.3158798750245064,False
-4.098437499999999,-1.7447511573440513,-0.4686678563482549,1.2760833009957964,False
-3.7687499999999994,-1.7015459667831903,-0.4650668450531983,1.236479121729992,False
-3.4390624999999995,-1.6583195036093243,-0.4612449158007803,1.197074587808544,False
-3.109374999999999,-1.615072051526495,-0.45719438621518504,1.1578776653113099,False
-2.779687499999999,-1.5718029168605017,-0.4529073432171763,1.1188955736433255,False
-2.449999999999999,-1.5285125401245898,-0.4483756380215146,1.0801369021030753,False
-2.120312499999999,-1.4852006194995444,-0.443590881195889,1.0416097383036553,False
-1.7906249999999988,-1.4418669263560226,-0.43854443780048186,1.0033224885555407,False
-1.4609374999999987,-1.3985117631062765,-0.4332274226290015,0.965284340477275,False
-1.1312499999999985,-1.3551344326228654,-0.427630695573855,0.9275037370490102,False
-0.8015624999999984,-1.3117353674009202,-0.4217448571400616,0.8899905102608587,False
-0.4718749999999983,-1.2683142813273527,-0.41556024413456755,0.8527540371927852,False
-0.14218749999999822,-1.224870922378598,-0.4090669255597862,0.8158039968188119,False
0.0,-1.2061103387012,-0.4061686681817372,0.7999416705194627,True
0.1875000000000019,-1.1813900332191536,-0.4022546987424718,0.7791353344766818,True
0.5171875000000002,-1.1379055397998088,-0.3951130857314437,0.7427924540683651,True
0.8468750000000004,-1.0943985704871493,-0.387631330000202,0.7067672404869474,True
1.1765625000000006,-1.0508685914171114,-0.37979839349311684,0.6710701979239947,True
1.5062500000000005,-1.007315746934531,-0.371602954056649,0.6357127928778822,True
1.8359375000000007,-0.9637399635603963,-0.36303340329993794,0.6007065602604582,True
2.165625000000001,-0.920140920674602,-0.35407784493209266,0.5660630757425092,True
2.495312500000001,-0.8765190115647228,-0.3447240936266361,0.5317949179380866,True
2.8249999999999993,-0.8328734442058162,-0.3349596744667693,0.49791376973904705,True
3.1546875000000014,-0.7892048920932109,-0.32477182302843394,0.46443306906477694,True
3.4843749999999996,-0.7455126643418551,-0.3141474861615545,0.4313651781803006,True
3.8140625000000017,-0.7017970955650589,-0.30307332353332395,0.398723772031735,True
4.14375,-0.6580579221406718,-0.291535710000938,0.3665222121397339,True
4.473437500000002,-0.614295003397543,-0.279520738884763,0.33477426451278,True
