z_mm,B_target_mT,B_sim_mT,residual_mT,in_active_0_185mm
-13.0,4.4625398393585,2.3933839305349176,-2.0691559088235825,False
-12.6703125,4.473912197197624,2.449775443871337,-2.024136753326287,False
-12.340625,4.485848197266123,2.5068249749304985,-1.9790232223356246,False
-12.010937499999999,4.498337925411384,2.5645215347999017,-1.933816390611483,False
-11.681249999999999,4.511371591669098,2.622853207756864,-1.8885183839122346,False
-11.351562499999998,4.524939529326022,2.6818071335053224,-1.8431323958206995,False
-11.021875,4.539032193985173,2.7413694907425974,-1.7976627032425763,False
-10.6921875,4.5536401626348475,2.8015254821885134,-1.7521146804463341,False
-10.3625,4.5687541327212,2.862259321212316,-1.7064948115088838,False
-10.032812499999999,4.584382303837898,2.9235542201954012,-1.6608280836424971,False
-9.703125,4.600497542441072,2.985392380769944,-1.6151051616711283,False
-9.3734375,4.617090916382675,3.047754986074941,-1.5693359303077334,False
-9.04375,4.634153610129148,3.1106221951719983,-1.5235314149571497,False
-8.714062499999999,4.651676923851424,3.1739731397633646,-1.4777037840880591,False
-8.384374999999999,4.669652272517649,3.237785923353961,-1.431866349163688,False
-8.0546875,4.688071184989797,3.302037622997773,-1.3860335619920232,False
-7.725,4.706925303123394,3.3667042937665523,-1.340221009356842,False
-7.395312499999999,4.726221305546423,3.4317609760755508,-1.2944603294708714,False
-7.065624999999999,4.745935517049171,3.4971817059966948,-1.2487538110524756,False
-6.735937499999999,4.766059926748183,3.562939528684337,-1.203120398063846,False
-6.406249999999999,4.786586633025597,3.6290065150323683,-1.1575801179932286,False
-6.0765625,4.807507842646369,3.6953537816739934,-1.1121540609723757,False
-5.746874999999999,4.828815869879097,3.7619515144268383,-1.0668643554522586,False
-5.417187499999999,4.850503135619821,3.8287689952763557,-1.021734140343465,False
-5.0875,4.872562166519293,3.895774632979438,-0.9767875335398545,False
-4.7578125,4.894998319060635,3.9629359973581675,-0.9320623217024676,False
-4.428125,4.917791054463422,4.0302198573401276,-0.8875711971232945,False
-4.098437499999999,4.940933224197861,4.0975922227874895,-0.8433410014103718,False
-3.7687499999999994,4.964417781876046,4.165018390141172,-0.7993993917348747,False
-3.4390624999999995,4.988237782396606,4.232462991889929,-0.7557747905066773,False
-3.109374999999999,5.012386381093297,4.2998900498563115,-0.7124963312369849,False
-2.779687499999999,5.036856832885846,4.367263032272723,-0.6695938006131231,False
-2.449999999999999,5.061642491435492,4.434544914601163,-0.6270975768343295,False
-2.120312499999999,5.086747574970822,4.501698244029775,-0.5850493309410469,False
-1.7906249999999988,5.1121543779660445,4.568685207558021,-0.543469170408024,False
-1.4609374999999987,5.137856557163595,4.635467703560724,-0.502388853602871,False
-1.1312499999999985,5.1638478645494965,4.702007416698673,-0.46184044785082307,False
-0.8015624999999984,5.190122146525118,4.768265896021192,-0.4218562505039257,False
-0.4718749999999983,5.216673343083446,4.834204636083061,-0.3824687070003857,False
-0.14218749999999822,5.243495175056323,4.899785160875601,-0.3437100141807214,False
0.0,5.2551430169026006,4.927948543565599,-0.3271944733370009,True
0.1875000000000019,5.2736895305525,4.96496911034903,-0.3087204202034694,True
0.5171875000000002,5.306300483720194,5.029718329281032,-0.276582154439162,True
0.8468750000000004,5.338948275875702,5.093994958224704,-0.24495331765099754,True
1.1765625000000006,5.3716124640725,5.157761526248236,-0.21385093782426423,True
1.5062500000000005,5.404320267647855,5.220981045158461,-0.18333922248939433,True
1.8359375000000007,5.437037952435051,5.283617104881811,-0.15342084755323898,True
2.165625000000001,5.469806095502505,5.345633969658413,-0.12417212584409174,True
2.495312500000001,5.502580882919384,5.406996674689302,-0.09558420823008087,True
2.8249999999999993,5.5354063541919,5.467671122862289,-0.06773523132961104,True
3.1546875000000014,5.568241878109778,5.5276241811697675,-0.04061769694001065,True
3.4843749999999996,5.601121643649927,5.58682377642146,-0.014297867228466911,True
3.8140625000000017,5.634018238939599,5.645238989846962,0.011220750907362485,True
4.14375,5.666952569054705,5.702840150177395,0.03588758112269084,True
4.473437500000002,5.699910573645377,5.759598924792261,0.05968835114688459,True
4.8031250000000005,5.732899740893255,5.815488408516915,0.08258866762365924,True
5.132812500000002,5.765919495811466,5.8704832096584365,0.10456371384697047,True
5.4625,5.7989637750265,5.9245595328721885,0.12559575784568816,True
5.7921875000000025,5.832045624435632,5.977695258459271,0.14564963402363856,True
6.121875,5.865145292755752,6.029870017705256,0.16472472494950385,True
6.451562500000002,5.8982895839962035,6.081065263883817,0.1827756798876137,True
6.781250000000001,5.931444920889789,6.131264338564644,0.19981941767485428,True
7.110937500000003,5.964652004520089,6.180452532883515,0.21580052836342542,True
7.440625000000001,5.997865999745919,6.228617143453226,0.23075114370730773,True
7.770312500000003,6.031133521651516,6.275747522617633,0.2446140009661167,True
8.100000000000001,6.0644107335779,6.321835122776227,0.2574243891983264,True
8.4296875,6.097734776722594,6.366873534534548,0.2691387578119542,True
8.759375000000002,6.131075563370627,6.4108585184648845,0.27978295509425816,True
9.0890625,6.164456416824352,6.453788030292737,0.28933161346838404,True
9.418750000000001,6.197861139574305,6.495662239356727,0.29780109978242136,True
9.7484375,6.231299094879551,6.536483540223122,0.3051844453435702,True
10.078125000000002,6.264768118514455,6.576256557370092,0.31148843885563626,True
10.4078125,6.298263469715726,6.614988142891662,0.316724673175936,True
10.737500000000002,6.3317971624665,6.652687367206131,0.32089020473963137,True
11.067187500000001,6.365350206140907,6.689365502788496,0.3240152966475889,True
11.396875000000003,6.398948939731253,6.725036000981054,0.3260870612498013,True
11.7265625,6.432559975018545,6.7597144619699705,0.327154486951425,True
12.056250000000002,6.466224124711706,6.793418598048709,0.3271944733370035,True
12.3859375,6.499895471650406,6.826168190320861,0.3262727186704546,True
12.715625000000003,6.53362339799113,6.857985039025203,0.3243616410340726,True
13.045312500000001,6.567360615347805,6.8888929076945535,0.32153229234674946,True
13.375000000000004,6.6011474464124,6.9189174613867035,0.31777001497430324,True
13.704687500000002,6.634950917662511,6.9480861992505,0.31313528158798903,True
14.034375,6.668796963158827,6.97642838171263,0.30763141855380277,True
14.364062500000001,6.702667075476628,7.003974952590853,0.3013078771142248,True
14.69375,6.736572647836005,7.030758456457136,0.29418580862113075,True
15.023437500000002,6.770509792144376,7.0568129515893245,0.28630315944494844,True
15.353125,6.80447520655528,7.082173918862548,0.27769871230726856,True
15.682812500000004,6.838479777576191,7.10687816694155,0.268398389365359,True
16.0125,6.8725053520184,7.130963734142565,0.2584583821241653,True
16.3421875,6.906577748324606,7.154469787337991,0.24789203901338497,True
