z_mm,B_target_mT,B_sim_mT,residual_mT,in_active_0_185mm
-13.0,4.4625398393585,2.090771427212343,-2.3717684121461566,False
-12.6703125,4.473912197197624,2.1513025852024192,-2.322609611995204,False
-12.340625,4.485848197266123,2.212707233004686,-2.273140964261437,False
-12.010937499999999,4.498337925411384,2.2749735630390244,-2.2233643623723602,False
-11.681249999999999,4.511371591669098,2.3380883449532552,-2.1732832467158434,False
-11.351562499999998,4.524939529326022,2.40203688260442,-2.122902646721602,False
-11.021875,4.539032193985173,2.466802972552467,-2.0722292214327065,False
-10.6921875,4.5536401626348475,2.532368864333054,-2.0212712983017935,False
-10.3625,4.5687541327212,2.598715222789455,-1.9700389099317444,False
-10.032812499999999,4.584382303837898,2.6658210927567256,-1.9185612110811725,False
-9.703125,4.600497542441072,2.733663866403434,-1.8668336760376387,False
-9.3734375,4.617090916382675,2.8022192535480266,-1.814871662834648,False
-9.04375,4.634153610129148,2.8714612552774788,-1.762692354851669,False
-8.714062499999999,4.651676923851424,2.941362141205514,-1.7103147826459095,False
-8.384374999999999,4.669652272517649,3.0118924307160277,-1.657759841801621,False
-8.0546875,4.688071184989797,3.0830208785441395,-1.605050306445657,False
-7.725,4.706925303123394,3.1547144650525767,-1.5522108380708177,False
-7.395312499999999,4.726221305546423,3.2269383915644556,-1.4992829139819668,False
-7.065624999999999,4.745935517049171,3.2996560811148266,-1.446279435934344,False
-6.735937499999999,4.766059926748183,3.372829184982415,-1.3932307417657679,False
-6.406249999999999,4.786586633025597,3.446417595359692,-1.340169037665905,False
-6.0765625,4.807507842646369,3.520379464513307,-1.2871283781330625,False
-5.746874999999999,4.828815869879097,3.5946712307781623,-1.2341446391009345,False
-5.417187499999999,4.850503135619821,3.6692476517165136,-1.1812554839033071,False
-5.0875,4.872562166519293,3.744061844758512,-1.128500321760781,False
-4.7578125,4.894998319060635,3.819065335622297,-1.0759329834383375,False
-4.428125,4.917791054463422,3.894208114789914,-1.023582939673508,False
-4.098437499999999,4.940933224197861,3.9694387022900868,-0.9714945219077746,False
-3.7687499999999994,4.964417781876046,4.044704221009937,-0.9197135608661096,False
-3.4390624999999995,4.988237782396606,4.119950478725029,-0.8682873036715771,False
-3.109374999999999,5.012386381093297,4.195122059000932,-0.8172643220923648,False
-2.779687499999999,5.036856832885846,4.270162421079422,-0.7666944118064232,False
-2.449999999999999,5.061642491435492,4.345014008818896,-0.7166284826165964,False
-2.120312499999999,5.086747574970822,4.4196183687115145,-0.6671292062593072,False
-1.7906249999999988,5.1121543779660445,4.493916276949032,-0.6182381010170126,False
-1.4609374999999987,5.137856557163595,4.5678478754558745,-0.5700086817077201,False
-1.1312499999999985,5.1638478645494965,4.641352816751287,-0.5224950477982085,False
-0.8015624999999984,5.190122146525118,4.714370417443513,-0.47575172908160407,False
-0.4718749999999983,5.216673343083446,4.786839820097276,-0.4298335229861701,False
-0.14218749999999822,5.243495175056323,4.858700163152851,-0.38479501190347154,False
0.0,5.2551430169026006,4.889488893383435,-0.3656541235191654,True
0.1875000000000019,5.2736895305525,4.929890758510075,-0.3437987720424258,True
0.5171875000000002,5.306300483720194,5.000351276325019,-0.3059492073951746,True
0.8468750000000004,5.338948275875702,5.070021936500954,-0.26892633937474797,True
1.1765625000000006,5.3716124640725,5.13884370628906,-0.23276875778344056,True
1.5062500000000005,5.404320267647855,5.206758503349185,-0.19756176429867012,True
1.8359375000000007,5.437037952435051,5.2737094035566985,-0.1633285488783524,True
2.165625000000001,5.469806095502505,5.339640852779534,-0.13016524272297086,True
2.495312500000001,5.502580882919384,5.404498881789842,-0.0980820011295411,True
2.8249999999999993,5.5354063541919,5.4682313234184345,-0.06717503077346543,True
3.1546875000000014,5.568241878109778,5.530788031007517,-0.03745384710226139,True
3.4843749999999996,5.601121643649927,5.592121097169278,-0.009000546480650122,True
3.8140625000000017,5.634018238939599,5.652185071814687,0.01816683287508749,True
4.14375,5.666952569054705,5.71093717837944,0.04398460932473515,True
4.473437500000002,5.699910573645377,5.768337527142429,0.06842695349705205,True
4.8031250000000005,5.732899740893255,5.82434932450725,0.09144958361399519,True
