z_mm,B_target_mT,B_sim_mT,residual_mT,in_active_0_185mm,acceptance_residual_with_start_0p1mT_deadband_mT
66.77343749999999,12.564945376372354,12.576940353169574,0.011994976797219,True,0.011994976797219
67.0625,12.600442547179586,12.610489613493238,0.0100470663136516,True,0.0100470663136516
67.3515625,12.635954876975978,12.644120731237132,0.008165854261154,True,0.008165854261154
67.640625,12.671528900384615,12.677845732897673,0.006316832513056,True,0.006316832513056
67.9296875,12.707130775763837,12.711675381969703,0.0045446062058671,True,0.0045446062058671
68.21875,12.742782139868266,12.745619116565097,0.0028369766968301,True,0.0028369766968301
68.5078125,12.778474241642838,12.779685007853718,0.0012107662108792,True,0.0012107662108792
68.796875,12.81420343952852,12.813879739482893,-0.000323700045629,True,-0.000323700045629
69.0859375,12.849986457181954,12.848208607792651,-0.0017778493893016,True,-0.0017778493893016
69.37499999999999,12.885793986992908,12.882675542310723,-0.0031184446821833,True,-0.0031184446821833
69.6640625,12.92166861883508,12.917283145688636,-0.0043854731464412,True,-0.0043854731464412
69.95312499999999,12.95755498384244,12.95203275193495,-0.0055222319074905,True,-0.0055222319074905
70.2421875,12.993521937168609,12.98692450151824,-0.0065974356503687,True,-0.0065974356503687
70.53124999999999,13.029488890494775,13.021957431656148,-0.0075314588386284,True,-0.0075314588386284
70.8203125,13.06554763709373,13.057129579882274,-0.0084180572114556,True,-0.0084180572114556
71.109375,13.101607628347228,13.092438098793522,-0.0091695295537062,True,-0.0091695295537062
71.3984375,13.13774695810364,13.12787937972986,-0.0098675783737779,True,-0.0098675783737779
71.6875,13.1739007130424,13.163449183029048,-0.0104515300133525,True,-0.0104515300133525
71.9765625,13.210121154515782,13.199142772432245,-0.0109783820835367,True,-0.0109783820835367
72.265625,13.246369408382751,13.234955051193031,-0.01141435718972,True,-0.01141435718972
72.55468749999999,13.282671495719214,13.270880697462976,-0.0117907982562365,True,-0.0117907982562365
72.84375,13.319014993416824,13.30691429659011,-0.0121006968267153,True,-0.0121006968267153
73.13281249999999,13.35539926642726,13.343050468070674,-0.012348798356588,True,-0.012348798356588
73.421875,13.391838762696011,13.37928398503783,-0.012554777658184,True,-0.012554777658184
73.71093749999999,13.428305766935576,13.41560988434923,-0.0126958825863443,True,-0.0126958825863443
74.0,13.464842026536932,13.452023565545796,-0.0128184609911354,True,-0.0128184609911354
74.2890625,13.50139231338578,13.488520877191483,-0.0128714361942935,True,-0.0128714361942935
74.578125,13.53802611128943,13.525098189364009,-0.0129279219254208,True,-0.0129279219254208
74.8671875,13.574660238034792,13.561752451343756,-0.0129077866910364,True,-0.0129077866910364
75.15625,13.611392359610443,13.598481233837433,-0.0129111257730109,True,-0.0129111257730109
75.4453125,13.648124481186091,13.635282755368069,-0.0128417258180267,True,-0.0128417258180267
75.73437499999999,13.684942130743831,13.672155892759092,-0.0127862379847385,True,-0.0127862379847385
76.0234375,13.721773371957635,13.70910017593093,-0.0126731960267065,True,-0.0126731960267065
76.31249999999999,13.758676800806358,13.746115767508956,-0.0125610332974025,True,-0.0125610332974025
76.6015625,13.795607968422203,13.783203428007054,-0.0124045404151489,True,-0.0124045404151489
76.89062499999999,13.832597763080011,13.82036446759591,-0.0122332954841011,True,-0.0122332954841011
77.1796875,13.869629674865667,13.85760068568653,-0.0120289891791386,True,-0.0120289891791386
77.46875,13.906706428310738,13.89491429975302,-0.0117921285577183,True,-0.0117921285577183
77.7578125,13.943839913249148,13.932307864981846,-0.0115320482673014,True,-0.0115320482673014
78.046875,13.98100422501387,13.969784186465342,-0.0112200385485265,True,-0.0112200385485265
78.3359375,14.018240123519684,14.00734622575366,-0.0108938977660226,True,-0.0108938977660226
