z_m,z_cm,B_T,B_mT
1.919732441471572182e-01,1.919732441471572315e+01,3.229111412287202082e-02,3.229111412287202398e+01
1.926421404682274463e-01,1.926421404682274385e+01,3.258101034455471168e-02,3.258101034455471279e+01
1.933110367892976744e-01,1.933110367892976811e+01,3.287931598922412546e-02,3.287931598922412491e+01
1.939799331103679025e-01,1.939799331103678881e+01,3.318680833047536749e-02,3.318680833047536538e+01
1.946488294314381584e-01,1.946488294314381662e+01,3.350439231084662017e-02,3.350439231084661884e+01
1.953177257525083865e-01,1.953177257525083732e+01,3.383313198356822926e-02,3.383313198356822937e+01
1.959866220735786146e-01,1.959866220735786158e+01,3.417429267122706199e-02,3.417429267122706449e+01
1.966555183946488428e-01,1.966555183946488583e+01,3.452939867586500566e-02,3.452939867586500355e+01
1.973244147157190986e-01,1.973244147157191009e+01,3.490031418553077303e-02,3.490031418553077458e+01
1.979933110367893268e-01,1.979933110367893434e+01,3.528935990565454373e-02,3.528935990565454262e+01
1.986622073578595549e-01,1.986622073578595504e+01,3.569948682423195602e-02,3.569948682423195407e+01
1.993311036789297830e-01,1.993311036789297930e+01,3.613454556784327643e-02,3.613454556784327565e+01
2.000000000000000111e-01,2.000000000000000000e+01,3.659972474689440758e-02,3.659972474689440958e+01
