z_m,z_cm,B_T,B_mT
1.271237458193980041e-01,1.271237458193979997e+01,2.153740131773295222e-02,2.153740131773295374e+01
1.278260869565217284e-01,1.278260869565217206e+01,2.168708968777636678e-02,2.168708968777636770e+01
1.285284280936454804e-01,1.285284280936454770e+01,2.183739984912541621e-02,2.183739984912541487e+01
1.292307692307692324e-01,1.292307692307692335e+01,2.198833961534825063e-02,2.198833961534825221e+01
1.299331103678929844e-01,1.299331103678929900e+01,2.213991696504201065e-02,2.213991696504201201e+01
1.306354515050167364e-01,1.306354515050167286e+01,2.229214004675431418e-02,2.229214004675431582e+01
1.313377926421404607e-01,1.313377926421404673e+01,2.244501718409494181e-02,2.244501718409494018e+01
1.320401337792642127e-01,1.320401337792642060e+01,2.259855688104692867e-02,2.259855688104692817e+01
1.327424749163879647e-01,1.327424749163879625e+01,2.275276782748662796e-02,2.275276782748662896e+01
1.334448160535117167e-01,1.334448160535117189e+01,2.290765890492297771e-02,2.290765890492297885e+01
1.341471571906354410e-01,1.341471571906354399e+01,2.306323919246647258e-02,2.306323919246647236e+01
1.348494983277591930e-01,1.348494983277591963e+01,2.321951797303947393e-02,2.321951797303947274e+01
1.355518394648829450e-01,1.355518394648829528e+01,2.337650473983965416e-02,2.337650473983965327e+01
1.362541806020066970e-01,1.362541806020066915e+01,2.353420920306937072e-02,2.353420920306936992e+01
1.369565217391304490e-01,1.369565217391304479e+01,2.369264129694461513e-02,2.369264129694461474e+01
1.376588628762541733e-01,1.376588628762541688e+01,2.385181118699754646e-02,2.385181118699754776e+01
1.383612040133779253e-01,1.383612040133779253e+01,2.401172927768819090e-02,2.401172927768818965e+01
1.390635451505016773e-01,1.390635451505016817e+01,2.417240622034101324e-02,2.417240622034101349e+01
1.397658862876254293e-01,1.397658862876254204e+01,2.433385292142387427e-02,2.433385292142387257e+01
1.404682274247491536e-01,1.404682274247491591e+01,2.449608055118731795e-02,2.449608055118731897e+01
1.411705685618729056e-01,1.411705685618728978e+01,2.465910055268369719e-02,2.465910055268369661e+01
1.418729096989966576e-01,1.418729096989966543e+01,2.482292465118665636e-02,2.482292465118665703e+01
1.425752508361204096e-01,1.425752508361204107e+01,2.498756486403301905e-02,2.498756486403301835e+01
1.432775919732441616e-01,1.432775919732441672e+01,2.515303351091035394e-02,2.515303351091035466e+01
1.439799331103678859e-01,1.439799331103678881e+01,2.531934322461514703e-02,2.531934322461514597e+01
1.446822742474916379e-01,1.446822742474916446e+01,2.548650696230831195e-02,2.548650696230831159e+01
1.453846153846153899e-01,1.453846153846153832e+01,2.565453801729621758e-02,2.565453801729621830e+01
1.460869565217391419e-01,1.460869565217391397e+01,2.582345003136762851e-02,2.582345003136762784e+01
1.467892976588628662e-01,1.467892976588628606e+01,2.599325700771911579e-02,2.599325700771911585e+01
1.474916387959866182e-01,1.474916387959866171e+01,2.616397332450325422e-02,2.616397332450325308e+01
