source_target_csv,prepared_target_csv,active_length_mm,magnet_type,fixed_longitudinal_stacks,total_physical_magnets,total_magnet_limit,counts_follow_target_abs_field,negative_orientation_stacks,positive_orientation_stacks,target_B_start_mT,simulated_B_start_mT,target_B_end_mT,simulated_B_end_mT,active_rms_error_mT,active_mae_mT,active_max_abs_error_mT,start_30mm_rms_error_mT,start_30mm_max_abs_error_mT,end_30mm_rms_error_mT,end_30mm_max_abs_error_mT,distance_polish_method
D:\新建文件夹 (4)\Yb171_Zeeman_optimization\inputs\Yb171_ideal_B_field.csv,D:\新建文件夹 (4)\Yb171_Zeeman_optimization\inputs\Yb171_target_B_extended.csv,185.0,N35 disk 8 mm diameter x 3 mm thickness,15,200,200,True,0,15,5.2551430169026006,4.534512807807666,36.599724746894296,36.17825753170145,0.17716656691149885,0.0983453039435269,0.7206302090949339,0.40668756427328195,0.7206302090949339,0.10501379028042744,0.4214672151928514,weighted_least_squares_then_constrained_minimax
