design,whole_rms_mT,whole_max_mT,start_rms_mT,start_max_mT,middle_rms_mT,middle_max_mT,end_rms_mT,end_max_mT
run05_unordered,0.044761438319480304,0.120120666071137,0.038568569872002134,0.0672982736827842,0.044861388233694274,0.1180411221503828,0.049827060148249225,0.120120666071137
run14_ordered,0.17716656691149885,0.7206302090949339,0.40668756427328195,0.7206302090949339,0.061651715584464924,0.2578181067273178,0.10501379028042741,0.4214672151928514
