source_target_csv,prepared_target_csv,active_length_mm,magnet_type,fixed_longitudinal_stacks,total_physical_magnets,total_magnet_limit,counts_follow_target_abs_field,negative_orientation_stacks,positive_orientation_stacks,target_B_start_mT,simulated_B_start_mT,target_B_end_mT,simulated_B_end_mT,active_rms_error_mT,active_mae_mT,active_max_abs_error_mT,start_30mm_rms_error_mT,start_30mm_max_abs_error_mT,end_30mm_rms_error_mT,end_30mm_max_abs_error_mT,distance_polish_method
D:\新建文件夹 (4)\Yb171_Zeeman_optimization\inputs\Yb171_tapered_variable_s_B_vs_z.csv,D:\新建文件夹 (4)\Yb171_Zeeman_optimization\inputs\Yb171_tapered_variable_s_B_target_extended.csv,185.0,N35 disk 8 mm diameter x 3 mm thickness,15,198,200,True,5,10,-11.818697809940199,-9.312310086076412,36.5997247468944,35.931960208127684,0.5976478917594885,0.32753140840615436,2.5063877238637873,1.3666185394725734,2.5063877238637873,0.16248582923019897,0.667764538766713,weighted_least_squares_then_constrained_minimax
